source,rel_type,target,source_type,target_type
5528,is_annotated_to,C0015934,protein,phenotype
5528,is_annotated_to,C0239043,protein,phenotype
C3839753,has_annotated,7372,phenotype,protein
C3839753,has_annotated,10913,phenotype,protein
GO:1990696,is_a,GO:0032991,function,function
79917,interacts_with,64151,protein,protein
79917,interacts_with,8881,protein,protein
79917,interacts_with,23397,protein,protein
55745,interacts_with,91056,protein,protein
55745,interacts_with,9330,protein,protein
55379,interacts_with,55832,protein,protein
55379,interacts_with,8266,protein,protein
55379,interacts_with,5160,protein,protein
55379,interacts_with,6129,protein,protein
55379,interacts_with,26354,protein,protein
55379,interacts_with,1660,protein,protein
55379,interacts_with,6188,protein,protein
55379,interacts_with,6135,protein,protein
55379,interacts_with,10868,protein,protein
55379,interacts_with,133022,protein,protein
55379,interacts_with,4670,protein,protein
55379,interacts_with,10989,protein,protein
55379,interacts_with,51343,protein,protein
55379,interacts_with,7428,protein,protein
55379,interacts_with,29978,protein,protein
55379,interacts_with,26986,protein,protein
55379,interacts_with,57521,protein,protein
55379,interacts_with,23451,protein,protein
55379,interacts_with,23450,protein,protein
55379,interacts_with,4163,protein,protein
55379,interacts_with,50628,protein,protein
55379,interacts_with,3106,protein,protein
55379,interacts_with,10642,protein,protein
55379,interacts_with,8900,protein,protein
55379,interacts_with,9474,protein,protein
55379,interacts_with,6189,protein,protein
55379,associated_with,C0017636,protein,phenotype
1959,interacts_with,4720,protein,protein
1959,interacts_with,29947,protein,protein
1959,involved_in,GO:0031643,protein,function
1959,involved_in,GO:0045893,protein,function
1959,involved_in,GO:0045444,protein,function
1959,involved_in,GO:0006357,protein,function
1959,is_annotated_to,C0026827,protein,phenotype
1959,is_annotated_to,C1854301,protein,phenotype
GO:0006490,is_a,GO:1901137,function,function
C1855471,has_phenotype,C0006845,phenotype,phenotype
55790,interacts_with,166012,protein,protein
55790,interacts_with,83590,protein,protein
55790,involved_in,GO:0046398,protein,function
55790,is_annotated_to,C0221357,protein,phenotype
55790,is_annotated_to,C0026827,protein,phenotype
55790,is_annotated_to,C1854301,protein,phenotype
55790,is_annotated_to,C4281993,protein,phenotype
55790,is_annotated_to,C1834954,protein,phenotype
55790,is_annotated_to,C0040961,protein,phenotype
55790,is_annotated_to,C1263846,protein,phenotype
83795,interacts_with,4189,protein,protein
83795,interacts_with,3156,protein,protein
83795,interacts_with,26043,protein,protein
83795,interacts_with,83590,protein,protein
83795,interacts_with,1595,protein,protein
83795,interacts_with,84720,protein,protein
6423,interacts_with,64795,protein,protein
6423,involved_in,GO:0030199,protein,function
6423,involved_in,GO:1902230,protein,function
6423,involved_in,GO:0030308,protein,function
6423,involved_in,GO:0031668,protein,function
6423,involved_in,GO:0001569,protein,function
6423,involved_in,GO:0030509,protein,function
6423,involved_in,GO:0060028,protein,function
6423,involved_in,GO:0036342,protein,function
6423,involved_in,GO:0061185,protein,function
GO:0090334,regulates,GO:0034411,function,function
C2930927,has_phenotype,C0005745,phenotype,phenotype
C2930927,has_phenotype,C0020757,phenotype,phenotype
C2930927,has_phenotype,C0026827,phenotype,phenotype
C2930927,has_phenotype,C0034012,phenotype,phenotype
C2930927,has_phenotype,C0151786,phenotype,phenotype
C2930927,has_phenotype,C0234629,phenotype,phenotype
C2930927,has_phenotype,C3805574,phenotype,phenotype
C2930927,has_phenotype,C4025821,phenotype,phenotype
C2930927,has_phenotype,C4025900,phenotype,phenotype
C2930927,has_phenotype,C5539400,phenotype,phenotype
C3280100,has_phenotype,C0033687,phenotype,phenotype
C4023095,has_annotated,90,phenotype,protein
GO:1900580,is_a,GO:1900579,function,function
51594,interacts_with,10490,protein,protein
51594,interacts_with,53407,protein,protein
51594,is_annotated_to,C0578038,protein,phenotype
51594,is_annotated_to,C1839758,protein,phenotype
51594,is_annotated_to,C1853487,protein,phenotype
51594,is_annotated_to,C0010495,protein,phenotype
51594,is_annotated_to,C0221357,protein,phenotype
51594,is_annotated_to,C0026827,protein,phenotype
51594,is_annotated_to,C0423867,protein,phenotype
9075,interacts_with,6927,protein,protein
9075,associated_with,C0030305,protein,phenotype
C1847532,has_phenotype,C1836156,phenotype,phenotype
C1847532,has_annotated,8291,phenotype,protein
51706,interacts_with,353174,protein,protein
51706,interacts_with,57017,protein,protein
51706,interacts_with,55754,protein,protein
51706,located_in,GO:0070062,protein,function
DB00005,treats,C0003873,drug,phenotype
DB00005,treats,C0038013,drug,phenotype
DB00005,ligand,2209,drug,protein
4537,interacts_with,7381,protein,protein
4537,interacts_with,4519,protein,protein
GO:0097360,is_a,GO:0008283,function,function
23041,interacts_with,10673,protein,protein
23041,located_in,GO:0031901,protein,function
23041,located_in,GO:0070062,protein,function
C4025161,has_annotated,10352,phenotype,protein
56942,interacts_with,57017,protein,protein
56942,interacts_with,7428,protein,protein
GO:1905511,positively_regulates,GO:0031036,function,function
GO:0034732,is_a,GO:0000126,function,function
6095,interacts_with,2064,protein,protein
6095,involved_in,GO:0046068,protein,function
6095,involved_in,GO:0010575,protein,function
6095,involved_in,GO:0045893,protein,function
6095,involved_in,GO:0006357,protein,function
6095,is_annotated_to,C0014877,protein,phenotype
6095,is_annotated_to,C3489733,protein,phenotype
6095,is_annotated_to,C3714756,protein,phenotype
6095,is_annotated_to,C0520966,protein,phenotype
6095,is_annotated_to,C0234132,protein,phenotype
8548,interacts_with,84080,protein,protein
8548,interacts_with,84707,protein,protein
8548,interacts_with,84707,protein,protein
8548,interacts_with,90060,protein,protein
8548,interacts_with,2669,protein,protein
8548,interacts_with,2669,protein,protein
8548,interacts_with,7678,protein,protein
8548,interacts_with,7514,protein,protein
8548,interacts_with,8498,protein,protein
8548,interacts_with,29947,protein,protein
8548,interacts_with,9841,protein,protein
8548,interacts_with,6598,protein,protein
8548,interacts_with,3224,protein,protein
8548,interacts_with,55633,protein,protein
8548,interacts_with,54793,protein,protein
GO:0009782,is_a,GO:0098796,function,function
84725,involved_in,GO:0046836,protein,function
84725,enables,GO:0051861,protein,function
GO:0022023,is_a,GO:0021781,function,function
90353,interacts_with,81605,protein,protein
90353,involved_in,GO:0002098,protein,function
GO:0006967,is_a,GO:0002810,function,function
3857,interacts_with,55366,protein,protein
3857,interacts_with,51343,protein,protein
3857,interacts_with,8065,protein,protein
3857,interacts_with,8451,protein,protein
3857,interacts_with,54165,protein,protein
3857,interacts_with,4738,protein,protein
3857,interacts_with,55832,protein,protein
3857,interacts_with,10980,protein,protein
3857,interacts_with,55072,protein,protein
3857,involved_in,GO:0007283,protein,function
3857,located_in,GO:0070062,protein,function
3857,is_active_in,GO:0045095,protein,function
3857,is_annotated_to,C0020458,protein,phenotype
3857,is_annotated_to,C0149651,protein,phenotype
3857,is_annotated_to,C4021782,protein,phenotype
3857,is_annotated_to,C0022584,protein,phenotype
3857,is_annotated_to,C1721006,protein,phenotype
3857,associated_with,C1721006,protein,phenotype
C4748778,has_phenotype,C0015934,phenotype,phenotype
C4748778,has_phenotype,C0338474,phenotype,phenotype
C4748778,has_phenotype,C1836440,phenotype,phenotype
222255,interacts_with,6671,protein,protein
222255,interacts_with,7716,protein,protein
7372,interacts_with,813,protein,protein
7372,interacts_with,6051,protein,protein
7372,interacts_with,4624,protein,protein
7372,interacts_with,126133,protein,protein
7372,interacts_with,89953,protein,protein
7372,interacts_with,841,protein,protein
7372,is_annotated_to,C0018817,protein,phenotype
7372,is_annotated_to,C3806482,protein,phenotype
7372,is_annotated_to,C4025636,protein,phenotype
7372,is_annotated_to,C4021731,protein,phenotype
7372,is_annotated_to,C4025287,protein,phenotype
7372,is_annotated_to,C3839753,protein,phenotype
7372,associated_with,C0002875,protein,phenotype
7372,associated_with,C0026640,protein,phenotype
240,interacts_with,23406,protein,protein
240,interacts_with,51780,protein,protein
240,interacts_with,8881,protein,protein
240,interacts_with,4223,protein,protein
240,involved_in,GO:0050796,protein,function
240,involved_in,GO:1903426,protein,function
240,located_in,GO:0034774,protein,function
240,associated_with,C0003873,protein,phenotype
64843,involved_in,GO:0006357,protein,function
64843,involved_in,GO:0021520,protein,function
C0023976,has_annotated,3784,phenotype,protein
C0023976,has_annotated,5443,phenotype,protein
GO:1902253,is_a,GO:1901796,function,function
C0155372,is_a,C0154780,phenotype,phenotype
84617,interacts_with,29978,protein,protein
84617,interacts_with,10802,protein,protein
84617,interacts_with,595,protein,protein
84617,interacts_with,60485,protein,protein
84617,interacts_with,26136,protein,protein
84617,interacts_with,26469,protein,protein
84617,interacts_with,55072,protein,protein
84617,interacts_with,83932,protein,protein
84617,located_in,GO:0070062,protein,function
84617,is_annotated_to,C0005745,protein,phenotype
C1855868,has_phenotype,C0006845,phenotype,phenotype
C1855868,has_phenotype,C1621895,phenotype,phenotype
C1855868,has_phenotype,C1846226,phenotype,phenotype
C1855868,has_phenotype,C3714745,phenotype,phenotype
C1855868,has_phenotype,C4021782,phenotype,phenotype
C1855868,has_phenotype,C4025651,phenotype,phenotype
C3808876,has_phenotype,C0007137,phenotype,phenotype
C3808876,has_phenotype,C0013575,phenotype,phenotype
C2931006,has_phenotype,C0009081,phenotype,phenotype
C2931006,has_phenotype,C0014877,phenotype,phenotype
C2931006,has_phenotype,C0018816,phenotype,phenotype
C2931006,has_phenotype,C0018817,phenotype,phenotype
C2931006,has_phenotype,C0026827,phenotype,phenotype
C2931006,has_phenotype,C0040485,phenotype,phenotype
C2931006,has_phenotype,C0040961,phenotype,phenotype
C2931006,has_phenotype,C0241521,phenotype,phenotype
C2931006,has_phenotype,C0344916,phenotype,phenotype
C2931006,has_phenotype,C0424503,phenotype,phenotype
C2931006,has_phenotype,C0426414,phenotype,phenotype
C2931006,has_phenotype,C0685840,phenotype,phenotype
C2931006,has_phenotype,C1567435,phenotype,phenotype
C2931006,has_phenotype,C1866730,phenotype,phenotype
C2931006,has_phenotype,C3714756,phenotype,phenotype
C2931006,has_phenotype,C4072823,phenotype,phenotype
C2931006,has_phenotype,C5539400,phenotype,phenotype
125115,interacts_with,7574,protein,protein
125115,interacts_with,7678,protein,protein
125115,interacts_with,23500,protein,protein
125115,interacts_with,29797,protein,protein
125115,interacts_with,55150,protein,protein
125115,interacts_with,221044,protein,protein
125115,interacts_with,283551,protein,protein
125115,interacts_with,5311,protein,protein
125115,interacts_with,79025,protein,protein
125115,interacts_with,151254,protein,protein
125115,interacts_with,6924,protein,protein
125115,interacts_with,51157,protein,protein
125115,interacts_with,2787,protein,protein
125115,interacts_with,58500,protein,protein
125115,interacts_with,25876,protein,protein
125115,interacts_with,55663,protein,protein
125115,interacts_with,10783,protein,protein
125115,interacts_with,147687,protein,protein
125115,interacts_with,25796,protein,protein
125115,interacts_with,54474,protein,protein
125115,interacts_with,55758,protein,protein
125115,interacts_with,5866,protein,protein
125115,interacts_with,2669,protein,protein
125115,interacts_with,9841,protein,protein
125115,interacts_with,84832,protein,protein
125115,interacts_with,153733,protein,protein
125115,interacts_with,90060,protein,protein
125115,interacts_with,84707,protein,protein
125115,interacts_with,8851,protein,protein
125115,interacts_with,6135,protein,protein
125115,interacts_with,9618,protein,protein
125115,interacts_with,54815,protein,protein
125115,interacts_with,3329,protein,protein
125115,interacts_with,1641,protein,protein
125115,interacts_with,148281,protein,protein
125115,interacts_with,53347,protein,protein
125115,interacts_with,60370,protein,protein
125115,interacts_with,3040,protein,protein
125115,interacts_with,54793,protein,protein
125115,interacts_with,55633,protein,protein
125115,interacts_with,9702,protein,protein
125115,interacts_with,125058,protein,protein
125115,interacts_with,55668,protein,protein
125115,interacts_with,4814,protein,protein
125115,interacts_with,3224,protein,protein
125115,interacts_with,84080,protein,protein
125115,interacts_with,60484,protein,protein
125115,interacts_with,7716,protein,protein
125115,interacts_with,51204,protein,protein
125115,interacts_with,3888,protein,protein
125115,interacts_with,283237,protein,protein
125115,interacts_with,3889,protein,protein
125115,interacts_with,170082,protein,protein
C1860475,has_annotated,1282,phenotype,protein
C1860475,has_annotated,1282,phenotype,protein
C1860475,has_annotated,4720,phenotype,protein
C1860475,has_annotated,8923205,phenotype,protein
10989,interacts_with,648,protein,protein
10989,interacts_with,80007,protein,protein
10989,interacts_with,65080,protein,protein
10989,interacts_with,51547,protein,protein
10989,interacts_with,55366,protein,protein
10989,interacts_with,26168,protein,protein
10989,interacts_with,5160,protein,protein
10989,interacts_with,7112,protein,protein
10989,interacts_with,25813,protein,protein
10989,interacts_with,9804,protein,protein
10989,interacts_with,51651,protein,protein
10989,interacts_with,6129,protein,protein
10989,interacts_with,83858,protein,protein
10989,interacts_with,10642,protein,protein
10989,interacts_with,6189,protein,protein
10989,interacts_with,57418,protein,protein
10989,interacts_with,55379,protein,protein
10989,interacts_with,1314,protein,protein
10989,interacts_with,6188,protein,protein
10989,interacts_with,23451,protein,protein
10989,interacts_with,23450,protein,protein
10989,interacts_with,55226,protein,protein
10989,interacts_with,54881,protein,protein
10989,interacts_with,26354,protein,protein
10989,interacts_with,50628,protein,protein
10989,interacts_with,8880,protein,protein
10989,interacts_with,6135,protein,protein
10989,interacts_with,6132,protein,protein
10989,interacts_with,26986,protein,protein
10989,interacts_with,1660,protein,protein
10989,interacts_with,7251,protein,protein
10989,involved_in,GO:0007007,protein,function
GO:0035601,is_a,GO:0036211,function,function
C4477100,has_annotated,154197,phenotype,protein
54960,interacts_with,11171,protein,protein
54960,interacts_with,50628,protein,protein
54960,interacts_with,25929,protein,protein
54960,located_in,GO:0097504,protein,function
11078,interacts_with,8826,protein,protein
11078,interacts_with,7013,protein,protein
79623,interacts_with,56667,protein,protein
GO:0021541,part_of,GO:0021766,function,function
C0154752,is_a,C0154747,phenotype,phenotype
124056,involved_in,GO:0060263,protein,function
124056,enables,GO:0005543,protein,function
80821,interacts_with,9841,protein,protein
80821,associated_with,C0037773,protein,phenotype
89,interacts_with,7186,protein,protein
89,interacts_with,89,protein,protein
89,interacts_with,89,protein,protein
89,interacts_with,5096,protein,protein
89,interacts_with,151254,protein,protein
89,interacts_with,8618,protein,protein
89,interacts_with,3238,protein,protein
89,involved_in,GO:0048743,protein,function
89,involved_in,GO:0014728,protein,function
89,located_in,GO:0070062,protein,function
89,is_active_in,GO:0030018,protein,function
89,is_active_in,GO:0042995,protein,function
C3279904,has_annotated,3945,phenotype,protein
C3164445,has_annotated,2187,phenotype,protein
C3164445,has_annotated,3106,phenotype,protein
C3164445,has_annotated,79728,phenotype,protein
C3164445,has_annotated,2176,phenotype,protein
C1861305,has_phenotype,C0221357,phenotype,phenotype
C1861305,has_phenotype,C4021607,phenotype,phenotype
C1861305,has_phenotype,C4025660,phenotype,phenotype
C1861305,has_phenotype,C4280304,phenotype,phenotype
GO:0034311,is_a,GO:0019751,function,function
23168,interacts_with,1789,protein,protein
23168,interacts_with,124245,protein,protein
23168,interacts_with,409,protein,protein
23168,interacts_with,4926,protein,protein
23168,interacts_with,408,protein,protein
23168,interacts_with,2107,protein,protein
23168,interacts_with,1105,protein,protein
23168,involved_in,GO:0019827,protein,function
C1969029,has_phenotype,C0026827,phenotype,phenotype
C1969029,has_phenotype,C0266464,phenotype,phenotype
C1969029,has_phenotype,C0266483,phenotype,phenotype
C1969029,has_phenotype,C1854301,phenotype,phenotype
C1969029,has_phenotype,C5539400,phenotype,phenotype
9084,is_annotated_to,C0004509,protein,phenotype
GO:0140614,is_a,GO:0019290,function,function
1039,interacts_with,55633,protein,protein
1039,interacts_with,102724631,protein,protein
1039,interacts_with,55245,protein,protein
1039,interacts_with,151254,protein,protein
1039,interacts_with,2622,protein,protein
1039,interacts_with,90060,protein,protein
1039,interacts_with,2669,protein,protein
1039,interacts_with,7584,protein,protein
1039,interacts_with,147687,protein,protein
1039,interacts_with,55231,protein,protein
1039,interacts_with,58500,protein,protein
1039,interacts_with,51343,protein,protein
1039,interacts_with,9915,protein,protein
1039,interacts_with,55758,protein,protein
1039,interacts_with,84080,protein,protein
1039,interacts_with,84832,protein,protein
1039,interacts_with,991,protein,protein
1039,interacts_with,89953,protein,protein
1039,interacts_with,58513,protein,protein
1039,interacts_with,84707,protein,protein
C3809209,has_phenotype,C0151786,phenotype,phenotype
C3809209,has_phenotype,C3151520,phenotype,phenotype
GO:0005581,is_a,GO:0032991,function,function
129804,involved_in,GO:0110151,protein,function
129804,located_in,GO:0031012,protein,function
C4540205,has_phenotype,C0021359,phenotype,phenotype
100288695,interacts_with,83719,protein,protein
100288695,interacts_with,113730,protein,protein
126917,interacts_with,7518,protein,protein
57820,interacts_with,983,protein,protein
57820,interacts_with,8065,protein,protein
GO:1905336,is_a,GO:0016242,function,function
GO:0010882,is_a,GO:0055117,function,function
C5543516,has_phenotype,C0240211,phenotype,phenotype
C5543516,has_phenotype,C3554568,phenotype,phenotype
GO:0051098,is_a,GO:0065009,function,function
C4048196,has_phenotype,C0002985,phenotype,phenotype
C4048196,has_phenotype,C0026827,phenotype,phenotype
C4048196,has_phenotype,C0037822,phenotype,phenotype
C4048196,has_phenotype,C0424323,phenotype,phenotype
C4048196,has_phenotype,C0424503,phenotype,phenotype
C4048196,has_phenotype,C3714756,phenotype,phenotype
C4048196,has_phenotype,C3806482,phenotype,phenotype
C4048196,has_phenotype,C5539400,phenotype,phenotype
GO:0036093,is_a,GO:0008283,function,function
C1334450,is_a,C0153491,phenotype,phenotype
GO:0018275,is_a,GO:0018533,function,function
C4748946,has_phenotype,C0018817,phenotype,phenotype
C4748946,has_phenotype,C0039231,phenotype,phenotype
C4748946,has_phenotype,C0221210,phenotype,phenotype
C4748946,has_phenotype,C0344906,phenotype,phenotype
C4748946,has_phenotype,C1854301,phenotype,phenotype
C4748946,has_phenotype,C3164271,phenotype,phenotype
C4748946,has_phenotype,C3714756,phenotype,phenotype
C1855550,has_phenotype,C0015934,phenotype,phenotype
C1855550,has_phenotype,C1850189,phenotype,phenotype
C1855550,has_phenotype,C1866339,phenotype,phenotype
C1855550,has_phenotype,C2112942,phenotype,phenotype
25929,interacts_with,8266,protein,protein
25929,interacts_with,55366,protein,protein
25929,interacts_with,678,protein,protein
25929,interacts_with,54960,protein,protein
25929,interacts_with,8065,protein,protein
25929,interacts_with,11171,protein,protein
25929,interacts_with,2107,protein,protein
25929,interacts_with,50628,protein,protein
25929,interacts_with,1195,protein,protein
25929,interacts_with,648,protein,protein
25929,interacts_with,51547,protein,protein
25929,involved_in,GO:0000398,protein,function
25929,involved_in,GO:0065003,protein,function
25929,located_in,GO:0097504,protein,function
25929,is_annotated_to,C1854301,protein,phenotype
25929,is_annotated_to,C2673700,protein,phenotype
GO:0046119,is_a,GO:1901069,function,function
C0019243,has_annotated,2161,phenotype,protein
GO:0032289,part_of,GO:0022010,function,function
8863,enables,GO:0019900,protein,function
8647,interacts_with,10456,protein,protein
8647,involved_in,GO:0008206,protein,function
8647,involved_in,GO:0055085,protein,function
8647,enables,GO:0015144,protein,function
8647,enables,GO:0015125,protein,function
8647,located_in,GO:0070062,protein,function
8647,is_annotated_to,C2239176,protein,phenotype
8647,is_annotated_to,C4281993,protein,phenotype
8647,associated_with,C4551899,protein,phenotype
C4476918,has_annotated,2313,phenotype,protein
9412,interacts_with,9968,protein,protein
9412,interacts_with,116931,protein,protein
9412,interacts_with,54620,protein,protein
9412,interacts_with,80328,protein,protein
9412,interacts_with,80820,protein,protein
9412,interacts_with,5064,protein,protein
9412,interacts_with,27293,protein,protein
9412,interacts_with,1946,protein,protein
9412,interacts_with,51651,protein,protein
9412,interacts_with,2963,protein,protein
9412,interacts_with,6924,protein,protein
9412,interacts_with,6597,protein,protein
9412,interacts_with,3172,protein,protein
9412,interacts_with,10490,protein,protein
9412,interacts_with,80306,protein,protein
9412,interacts_with,29079,protein,protein
9412,interacts_with,9341,protein,protein
9412,interacts_with,6598,protein,protein
9412,interacts_with,7067,protein,protein
9412,interacts_with,6595,protein,protein
9412,involved_in,GO:0006357,protein,function
9412,part_of,GO:0016592,protein,function
3705,interacts_with,6327,protein,protein
3705,interacts_with,23411,protein,protein
3705,interacts_with,7186,protein,protein
3705,interacts_with,4792,protein,protein
3705,enables,GO:0000287,protein,function
3705,enables,GO:0052726,protein,function
GO:0019381,is_a,GO:0042204,function,function
2971,interacts_with,5618,protein,protein
2971,interacts_with,23621,protein,protein
2971,interacts_with,9330,protein,protein
2971,enables,GO:0008097,protein,function
285556,interacts_with,8451,protein,protein
54675,involved_in,GO:0046474,protein,function
56987,interacts_with,595,protein,protein
56987,interacts_with,54765,protein,protein
56987,involved_in,GO:0006357,protein,function
C0423807,has_annotated,170302,phenotype,protein
C0423807,has_annotated,26040,phenotype,protein
23025,interacts_with,9693,protein,protein
23025,interacts_with,23136,protein,protein
23025,involved_in,GO:0099525,protein,function
23025,involved_in,GO:0030154,protein,function
23025,enables,GO:0005543,protein,function
23025,is_annotated_to,C0037763,protein,phenotype
23768,enables,GO:0030674,protein,function
23768,located_in,GO:0070062,protein,function
23768,located_in,GO:0031012,protein,function
DB00476,treats,C1269683,drug,phenotype
C2931847,has_phenotype,C0004509,phenotype,phenotype
C2931847,has_phenotype,C0021359,phenotype,phenotype
65258,interacts_with,79695,protein,protein
65258,interacts_with,57556,protein,protein
65258,interacts_with,2621,protein,protein
65258,interacts_with,2239,protein,protein
65258,interacts_with,2137,protein,protein
65258,interacts_with,91775,protein,protein
203447,associated_with,C0152093,protein,phenotype
GO:0035454,is_a,GO:0035450,function,function
DB01087,inducer,1545,drug,protein
DB01087,other/unknown,3855,drug,protein
154197,interacts_with,79695,protein,protein
154197,involved_in,GO:0007283,protein,function
154197,is_annotated_to,C3554568,protein,phenotype
154197,is_annotated_to,C4477100,protein,phenotype
10319,interacts_with,3908,protein,protein
10319,involved_in,GO:0034446,protein,function
10319,located_in,GO:0031012,protein,function
10319,is_annotated_to,C0266464,protein,phenotype
10319,associated_with,C0026640,protein,phenotype
10319,associated_with,C3279875,protein,phenotype
GO:0051734,is_a,GO:0051731,function,function
GO:1903708,is_a,GO:0051094,function,function
C5543128,has_phenotype,C4023761,phenotype,phenotype
GO:0051444,is_a,GO:0051438,function,function
GO:1904294,is_a,GO:1905898,function,function
C1850465,has_phenotype,C0234958,phenotype,phenotype
C1850465,has_phenotype,C0434785,phenotype,phenotype
C1850465,has_phenotype,C3805574,phenotype,phenotype
64795,interacts_with,10352,protein,protein
64795,interacts_with,84948,protein,protein
64795,interacts_with,4670,protein,protein
64795,interacts_with,26959,protein,protein
64795,interacts_with,90060,protein,protein
64795,interacts_with,4223,protein,protein
64795,interacts_with,50628,protein,protein
64795,interacts_with,4218,protein,protein
64795,interacts_with,3959,protein,protein
64795,interacts_with,54994,protein,protein
64795,interacts_with,983,protein,protein
64795,interacts_with,5784,protein,protein
64795,interacts_with,4726,protein,protein
64795,interacts_with,6423,protein,protein
64795,interacts_with,4316,protein,protein
64795,interacts_with,8266,protein,protein
64795,interacts_with,23078,protein,protein
55353,interacts_with,254827,protein,protein
55353,interacts_with,255043,protein,protein
55353,interacts_with,613212,protein,protein
55353,interacts_with,23396,protein,protein
55353,involved_in,GO:0007032,protein,function
55353,enables,GO:0019900,protein,function
55353,located_in,GO:0042995,protein,function
DB00949,treats,C0085417,drug,phenotype
DB00949,antagonist,2903,drug,protein
C2749485,has_phenotype,C0020538,phenotype,phenotype
C2749485,has_phenotype,C1704276,phenotype,phenotype
C2749485,has_phenotype,C1853237,phenotype,phenotype
25923,interacts_with,4142,protein,protein
25923,interacts_with,7534,protein,protein
25923,interacts_with,9926,protein,protein
25923,interacts_with,23060,protein,protein
25923,is_annotated_to,C0018536,protein,phenotype
C0020217,has_phenotype,C0020217,phenotype,phenotype
C0020217,has_phenotype,C3554568,phenotype,phenotype
65217,involved_in,GO:0045494,protein,function
65217,is_annotated_to,C4551714,protein,phenotype
65217,is_annotated_to,C0036454,protein,phenotype
65217,is_annotated_to,C3714756,protein,phenotype
65217,is_annotated_to,C1854301,protein,phenotype
65217,is_annotated_to,C0018979,protein,phenotype
65217,associated_with,C0154860,protein,phenotype
65217,associated_with,C1848638,protein,phenotype
55633,interacts_with,125115,protein,protein
55633,interacts_with,144568,protein,protein
55633,interacts_with,8548,protein,protein
55633,interacts_with,201516,protein,protein
55633,interacts_with,51343,protein,protein
55633,interacts_with,6318,protein,protein
55633,interacts_with,54869,protein,protein
55633,interacts_with,1039,protein,protein
55633,interacts_with,1992,protein,protein
55633,interacts_with,57016,protein,protein
GO:0097045,is_a,GO:0017121,function,function
163255,involved_in,GO:0006357,protein,function
163255,enables,GO:0000900,protein,function
C2931850,has_phenotype,C0005745,phenotype,phenotype
C2931850,has_phenotype,C0018817,phenotype,phenotype
C2931850,has_phenotype,C0024032,phenotype,phenotype
C2931850,has_phenotype,C0432098,phenotype,phenotype
C2931850,has_phenotype,C3552463,phenotype,phenotype
C2931850,has_phenotype,C4020900,phenotype,phenotype
58513,interacts_with,23285,protein,protein
58513,interacts_with,1039,protein,protein
58513,interacts_with,51343,protein,protein
58513,interacts_with,7514,protein,protein
58513,interacts_with,3297,protein,protein
58513,interacts_with,2787,protein,protein
58513,interacts_with,29079,protein,protein
58513,interacts_with,64151,protein,protein
58513,is_annotated_to,C0003076,protein,phenotype
C1868001,has_phenotype,C0278701,phenotype,phenotype
C1868001,has_phenotype,C1868001,phenotype,phenotype
GO:2000683,is_a,GO:0050794,function,function
GO:1900123,is_a,GO:0043254,function,function
GO:1902429,is_a,GO:1902427,function,function
23593,located_in,GO:0070062,protein,function
C0334244,is_a,C0007137,phenotype,phenotype
C0078922,has_phenotype,C1862314,phenotype,phenotype
C0078922,has_phenotype,C3278401,phenotype,phenotype
C0078922,has_phenotype,C4023400,phenotype,phenotype
C0078922,has_annotated,7299,phenotype,protein
9196,interacts_with,1725,protein,protein
94103,involved_in,GO:0006940,protein,function
6927,interacts_with,23411,protein,protein
6927,interacts_with,6263,protein,protein
6927,interacts_with,336,protein,protein
6927,interacts_with,7534,protein,protein
6927,interacts_with,3172,protein,protein
6927,interacts_with,9075,protein,protein
6927,involved_in,GO:0006357,protein,function
6927,involved_in,GO:0035623,protein,function
6927,involved_in,GO:0045893,protein,function
6927,part_of,GO:0032991,protein,function
6927,is_annotated_to,C0015934,protein,phenotype
6927,is_annotated_to,C0039231,protein,phenotype
6927,is_annotated_to,C0220982,protein,phenotype
6927,is_annotated_to,C1853237,protein,phenotype
6927,is_annotated_to,C0206669,protein,phenotype
6927,associated_with,C0206669,protein,phenotype
6927,associated_with,C2675866,protein,phenotype
C0152093,has_annotated,203447,phenotype,protein
C4225375,has_phenotype,C1844806,phenotype,phenotype
C4225375,has_phenotype,C3714756,phenotype,phenotype
C4225210,has_phenotype,C4227845,phenotype,phenotype
C0270911,has_phenotype,C0234958,phenotype,phenotype
C0270911,has_annotated,22880,phenotype,protein
C0796202,has_phenotype,C0005745,phenotype,phenotype
C0796202,has_phenotype,C0009081,phenotype,phenotype
C0796202,has_phenotype,C0015934,phenotype,phenotype
C0796202,has_phenotype,C0018817,phenotype,phenotype
C0796202,has_phenotype,C0024032,phenotype,phenotype
C0796202,has_phenotype,C0239676,phenotype,phenotype
C0796202,has_phenotype,C0857379,phenotype,phenotype
C0796202,has_phenotype,C1853237,phenotype,phenotype
C0796202,has_phenotype,C1861324,phenotype,phenotype
C0796202,has_phenotype,C1866339,phenotype,phenotype
C0796202,has_phenotype,C1868571,phenotype,phenotype
C0796202,has_phenotype,C2112942,phenotype,phenotype
C0796202,has_phenotype,C3552463,phenotype,phenotype
GO:0071563,is_a,GO:0032991,function,function
2987,interacts_with,53,protein,protein
C0041834,has_annotated,7518,phenotype,protein
C0041834,has_annotated,3889,phenotype,protein
C0041834,has_annotated,3106,phenotype,protein
C0041834,has_annotated,3981,phenotype,protein
C0041834,has_annotated,2707,phenotype,protein
C0041834,has_annotated,64840,phenotype,protein
C0041834,has_annotated,57152,phenotype,protein
C0041834,has_annotated,56984,phenotype,protein
5364,interacts_with,390,protein,protein
