geneId,diseaseId,Label
8200,C0029410,1
23048,C3495676,1
2235,C4692546,1
653220,C0010606,1
170825,C2931246,0
1908,C3150975,1
1244,C0002170,1
171023,C0796232,1
2888,C4082301,0
5111,C0017668,1
8678,C0028949,0
3054,C0023903,1
1644,C0004930,1
2271,C3549862,1
84504,C2936846,0
6569,C0085682,1
5774,C2350170,0
4535,C1847532,0
83932,C0009207,1
1499,C0751061,1
10536,C4014856,0
55640,C0344482,0
80207,C1833809,1
9113,C0004114,1
7490,C0268731,1
54790,C0001815,1
5172,C0018021,1
92667,C0013911,1
7296,C0037316,0
859,C1720824,1
724022,C2675864,0
1677,C0003872,0
401145,C3807541,0
4841,C0751471,0
1769,C4693542,0
26173,C4021790,1
5916,C0037926,0
7299,C0078922,1
2146,C1567435,0
5609,C0016059,1
27247,C0020621,0
8131,C4310708,1
9885,C4540474,0
942,C0023895,1
64327,C0265559,1
6327,C1399226,1
526,C2675730,1
308,C0026998,1
4204,C0004352,1
7328,C0751175,0
6755,C0038220,1
10059,C0029124,1
71,C1844505,1
133418,C1868193,0
7157,C1868683,1
668,C0334401,1
350,C0020503,0
3064,C0677050,1
9582,C0018671,1
11236,C1836705,0
7432,C0751081,1
57102,C3888307,0
1460,C0020505,0
79092,C3151461,0
54822,C0234544,1
79718,C0345967,1
153,C2350171,0
6817,C4225374,0
57017,C1843920,1
10483,C0271933,1
2272,C0393519,0
745,C1838429,0
701,C0279626,1
340719,C0271178,0
146433,C0032460,1
729582,C1969343,0
653,C3850155,1
55151,C2750893,0
8412,C1720189,0
2784,C3279841,0
10861,C0451641,1
3356,C0152115,1
2729,C0011859,0
440138,C1843852,0
2956,C0265325,1
3350,C0235078,1
673,C0878675,1
2052,C0007114,1
5743,C1168401,1
2171,C1843366,0
23165,C2931618,0
627,C3887640,1
54210,C3714208,0
79158,C2673375,1
81035,C0750918,0
5825,C0006870,0
100126346,C4540493,0
54585,C0266642,1
1356,C0011854,1
3643,C0752347,1
65266,C0278883,1
10634,C0206093,0
221895,C1866293,0
4000,C4049702,1
2811,C2713537,1
2746,C0014544,1
10735,C0496930,1
10056,C0025958,1
7172,C3279990,0
7010,C1335177,1
3562,C1850303,0
2584,C3150802,0
57817,C0022665,1
79728,C0677776,1
2294,C0752308,0
257101,C0162569,0
1141,C4042891,1
4283,C0019207,1
65992,C3539920,0
3172,C1970239,0
7832,C0263454,1
4047,C4016913,0
1757,C0039263,0
6338,C0339985,1
11214,C0007134,1
5914,C0010701,1
5251,C0013274,0
1673,C0262436,0
768206,C1864621,1
1855,C4551476,1
406957,C4014361,0
348,C0338582,1
55040,C1864720,0
103,C0393591,1
23607,C1850191,0
1118,C4479278,0
2335,C0003504,1
3614,C0339527,1
2158,C0345967,1
2774,C4310653,0
6572,C0751882,1
4604,C0265213,1
283120,C1856184,1
53,C0432272,0
9704,C3888417,0
79644,C4317224,1
157,C0010038,0
7750,C0027022,1
8626,C0206720,1
205,C0085582,0
4868,C1868672,1
1571,C0019207,1
5745,C0020502,1
4352,C0001815,1
846,C0342342,1
4627,C0340978,1
355,C0004364,1
2066,C1832386,0
847,C0271673,1
1545,C0015397,1
64218,C1846529,1
7466,C0015397,1
55187,C3280939,0
6285,C0750970,1
10236,C4023124,1
4846,C2751831,0
4629,C0026998,1
4286,C0151779,1
55170,C0085580,0
59,C3279690,1
10797,C0220597,1
4437,C0032580,1
143187,C3810053,0
1019,C0017332,0
9349,C0020488,0
4040,C0432253,0
84153,C0013421,1
1020,C0949664,1
2597,C1306067,0
344167,C0677607,0
10401,C1883018,0
407020,C0027055,1
116228,C0242383,0
57492,C0027719,0
34,C0035410,1
667,C1832926,1
60528,C4018871,0
724107,C0260037,0
5020,C1262477,1
406920,C4016215,0
9711,C0153601,0
200728,C1883018,0
5578,C3280100,0
1956,C2713443,1
23005,C0035328,0
3702,C0019829,1
3606,C0949804,1
132320,C0037050,0
5327,C0001883,1
8604,C4512050,1
2081,C0278701,1
7068,C2940786,1
3845,C0018923,1
5925,C0027659,1
85300,C1832585,1
442920,C1846564,0
2255,C0265269,1
6235,C1260899,1
873,C0393538,0
522,C0018799,1
3848,C2936837,1
255738,C0240952,0
5527,C3501843,1
51111,C1608393,0
84560,C1135747,0
3458,C0035078,1
7040,C0030354,1
4758,C0020305,1
56983,C4552092,1
6517,C0036337,0
378884,C0751864,0
125336,C0020594,0
3358,C0027796,1
6900,C3554127,0
9700,C4310818,0
7157,C0022594,1
7276,C4275067,1
196743,C0038454,1
2936,C0271710,1
6103,C2749137,1
7099,C0014458,1
3664,C0265259,1
26470,C0268483,0
2744,C0029408,1
973,C0001768,1
7412,C0042109,1
4575,C0021139,0
1141,C0751472,1
10090,C4747769,0
57477,C4083212,0
396,C2677349,0
147495,C1837091,0
6648,C0162674,1
11093,C3280977,0
348,C2936350,1
6125,C0020545,0
284,C0016059,1
1495,C0009405,1
55869,C1860788,0
4626,C1837245,1
23451,C0751530,0
1021,C0263454,1
435,C0004153,0
8029,C4540488,0
650,C0018995,1
158866,C2673477,0
7124,C0263859,1
55163,C0270612,0
675,C0235974,1
7112,C1861455,0
1045,C2675522,0
2335,C0041956,1
6557,C0220669,0
3692,C4225202,0
5631,C1839566,1
1236,C0023493,1
23352,C4015108,1
87178,C0008311,0
3480,C0007621,1
79738,C2931006,0
9134,C1168401,1
407029,C0035222,1
10205,C0235081,0
84709,C1845052,0
11186,C0036980,0
10948,C1853124,0
51008,C1276035,1
57128,C4750855,1
23043,C4551902,0
56975,C0796241,0
1440,C0423623,1
54210,C0346191,0
57054,C2931163,1
4624,C0018817,1
11254,C4282398,0
2065,C2931822,1
2176,C4023501,0
4358,C0022283,1
7169,C1846574,0
2512,C0026650,1
22858,C0878659,1
6369,C1861863,0
3815,C0026998,1
27022,C0266525,1
159989,C0017636,1
54885,C0154681,0
574435,C3279571,0
3852,C0023931,0
3117,C0014848,1
1716,C0078923,0
57369,C0034951,1
406994,C0019207,1
64324,C0004352,1
65217,C1836027,1
54556,C4042891,0
11255,C0236795,1
3161,C3889474,0
23345,C0085650,0
84530,C0877848,1
2637,C0917805,0
2010,C0751337,1
342035,C0035585,0
2944,C0005684,1
57700,C1956097,0
147906,C3280672,0
3557,C0333355,1
10290,C4014814,1
2904,C4304400,0
6334,C0234162,1
9997,C3809548,0
5311,C0085413,1
57217,C0240595,0
80095,C0012734,0
100507436,C0398593,0
7358,C1840528,0
5159,C0278701,1
931,C0239998,1
7372,C0220987,1
3329,C0376618,1
48,C1837845,0
7298,C1956131,1
384,C0887833,1
1804,C4225375,1
3440,C4046029,1
7314,C4551487,1
6399,C0432272,1
27327,C0751120,1
283349,C0270984,0
324,C0023903,1
10411,C0268450,0
3066,C1867981,0
120892,C4225186,0
123263,C2931505,0
2702,C1838539,1
6310,C0087012,1
4010,C0020473,1
5075,C1833691,1
5743,C0022665,1
56246,C0206694,0
9397,C0010093,1
1906,C0020443,1
5940,C1839071,1
1493,C0079773,1
60487,C1845202,0
23411,C0009319,1
1281,C0238288,1
57678,C0023931,0
3914,C2749019,0
4353,C0022593,1
286077,C3838465,0
8823,C0010606,1
128674,C1854380,0
1021,C0023827,1
338917,C1859709,0
7490,C4510744,1
949,C0400966,1
64241,C0342907,1
6234,C4228778,1
4771,C0205834,1
676,C1851841,0
8642,C0340364,1
200403,C0018781,0
9212,C0017661,1
27044,C0018939,0
2554,C4013473,1
5376,C4021085,0
9254,C0750937,1
6648,C0242526,1
55512,C0431363,0
9227,C4693420,0
644096,C3888002,0
10752,C0015923,1
1201,C0031557,0
443,C0751663,1
81839,C0342731,0
5199,C1136209,1
27063,C0007194,1
317714,C0376329,0
4638,C4707243,1
4703,C0027707,0
3486,C0003873,1
1465,C0349578,1
7466,C0751438,0
100,C0013146,0
51343,C3160739,0
1906,C0472383,1
5729,C0432284,0
5970,C0004763,1
3562,C2931258,0
348932,C4748277,0
79933,C0949855,0
3565,C0035455,1
401014,C1956097,0
3690,C0334608,0
3014,C0032578,1
5618,C0338479,0
929,C3809209,0
4719,C1838979,1
9071,C4522164,1
6786,C3645536,1
6331,C4017668,1
5568,C0017097,0
1974,C0005612,0
5500,C0398650,0
2072,C0153594,1
5825,C3658299,1
3645,C4310657,0
51360,C0270612,0
3299,C1861821,1
55879,C1848651,0
10529,C0268354,0
161582,C0034189,0
1140,C1837092,1
81839,C0011999,1
3852,C3715082,1
790,C3279791,0
10184,C0017661,1
3945,C0948089,1
693183,C0027055,1
57674,C1970859,0
24137,C4310619,0
9874,C4479504,0
2778,C0221357,1
6634,C0019693,1
9361,C4748536,0
10154,C0024694,0
100048912,C0014175,1
4851,C0149630,1
162466,C2677794,0
1050,C0027666,1
23081,C0236663,1
3777,C0038454,1
8708,C3554226,0
3913,C1858351,0
58513,C0265554,1
18,C0751470,1
84153,C2931482,0
1200,C1876161,1
7867,C3178803,0
58156,C4015388,0
406892,C0017658,1
7012,C0027022,0
5310,C4016470,0
724107,C2931258,0
85481,C0149840,0
10451,C1858361,0
79977,C0007222,0
11186,C4551983,0
2916,C1864877,1
2353,C0007621,1
5327,C0234482,1
8470,C0345893,0
7431,C0270764,1
140907,C4551675,0
9969,C1842852,0
128826,C0475718,0
1471,C1956349,1
51776,C2676023,0
124093,C0268425,0
283120,C0004903,1
2683,C1856883,0
8675,C0033805,1
340267,C4013948,0
207,C1168401,1
1969,C0020507,0
120114,C2752074,0
81693,C0013604,1
5318,C1960469,1
7030,C0751373,0
10561,C2936786,0
4549,C0751557,1
4780,C0008370,1
6833,C2931832,1
178,C2750471,0
92241,C0001723,0
3988,C1856730,0
7126,C2700553,0
7337,C0005942,0
55706,C1853365,0
1490,C0021361,1
64374,C0033132,1
2897,C2748572,0
494323,C0158489,0
4843,C0242497,1
7957,C1970456,0
9508,C1850938,0
114757,C0280475,0
3556,C0392784,0
54894,C0347284,1
3757,C4693799,0
8564,C0086626,0
6487,C1865361,0
4988,C0001849,1
1440,C0038362,1
23621,C1842362,0
4638,C0017638,1
11065,C3281247,0
3569,C0003865,1
1756,C0205815,1
5290,C0699791,1
55670,C1849193,0
116,C0333233,1
6223,C1865322,0
4041,C0035344,1
25942,C0477432,1
1052,C2700425,0
114904,C4015235,0
1815,C0233477,1
4353,C0040954,1
2531,C0024301,1
5471,C0151744,1
114786,C1850674,0
1489,C0018800,1
65080,C0006840,0
8291,C4551973,1
7531,C0023374,0
1280,C4551479,1
1584,C1260386,1
7080,C0699731,1
3952,C0271623,1
1298,C4707243,1
406991,C1837805,0
83959,C1857569,1
81624,C0079774,0
53832,C2750066,0
10746,C0025287,0
8915,C0751665,0
2705,C1785148,0
6347,C0019693,1
8200,C0878659,1
31,C1849115,0
3751,C1836023,0
8030,C3203356,0
128178,C1720965,1
79139,C0014518,1
5578,C4747954,0
2170,C0026848,1
92579,C2675526,1
5518,C3544205,1
6772,C0006845,1
9320,C0233477,0
4316,C0496956,0
6092,C0342873,0
949,C0020443,1
1003,C0037188,0
1118,C0268251,1
55783,C1865870,0
83480,C0520459,0
7474,C0265205,1
6546,C0151744,1
51295,C3495676,1
5663,C1858051,0
8722,C4303482,0
79143,C3149265,0
4154,C0027125,1
443,C0751664,1
3858,C2750471,0
1013,C1847319,0
56975,C1850106,1
3664,C1837213,1
488,C0206146,1
8313,C1838049,0
5740,C0014518,1
7040,C3489726,1
1017,C0012684,0
3418,C0018273,1
3309,C0035228,1
29978,C1861821,0
9987,C1863878,0
359787,C0027658,1
1147,C1858723,0
56925,C4225246,0
8843,C1854002,0
4780,C0559031,1
8735,C0085136,0
57609,C3472621,0
9644,C0751690,1
1814,C0751088,1
358,C1150929,1
54937,C1280798,0
112724,C0027540,1
6795,C0021364,1
231,C0342257,1
3082,C0853193,0
84560,C0022658,1
6340,C0337677,0
3981,C0085110,1
25825,C3550024,0
7133,C0400966,1
54880,C0022665,1
40,C1855102,0
2050,C4074771,0
23291,C1837845,0
7177,C0033774,1
406942,C0015695,1
554,C1563706,1
6338,C0006267,1
152330,C0004352,1
4089,C2931038,1
5573,C1854540,1
611,C1864041,0
353144,C1862839,0
3156,C0398691,1
7915,C0752208,1
3574,C0014522,1
2301,C0015397,1
8804,C4749003,0
9472,C0751334,0
2931,C0024713,1
4436,C2748910,0
9896,C1720887,0
57510,C0920269,1
100820829,C0022682,0
6430,C1412000,0
1459,C0035411,0
55384,C0393699,0
26022,C0011849,0
9219,C3554517,0
4977,C0238052,0
10980,C0025312,0
170691,C0014867,0
30062,C0376634,1
9496,C2973725,1
54531,C2931840,0
2263,C0011757,1
5774,C0232910,0
53834,C0235833,1
1029,C0596263,1
407037,C0007621,1
63924,C1850169,0
6928,C4551596,1
415,C0024899,0
1544,C0013221,1
3814,C3888308,0
8653,C1861366,0
10964,C0020523,0
5664,C0155016,0
1027,C0034885,1
3827,C0751215,1
2796,C0751192,1
4084,C0162820,1
79776,C2675179,0
1910,C1838564,1
3845,C0153437,1
1611,C0009324,1
54657,C2751295,0
3192,C0543888,1
10617,C0008073,1
1813,C0043094,1
5020,C0020625,1
688,C1969052,0
116,C0268849,1
8082,C0852413,0
9533,C0596263,0
6573,C0751081,1
3673,C0013274,0
4771,C0027832,1
4015,C0020542,1
9638,C4015357,0
25844,C1846135,0
81572,C3160814,0
79728,C0009405,1
51360,C0086873,1
4035,C0343057,1
3000,C0344297,1
8434,C0010520,0
5962,C0400966,1
1232,C0011615,1
928,C0751365,1
10320,C4225173,1
5074,C1849409,0
1832,C0010043,0
2214,C0007570,1
389856,C2931498,1
6932,C0010346,1
168507,C0751008,0
23539,C0242383,1
2820,C1855119,1
3150,C1859305,0
1629,C0268569,1
10140,C0013390,0
6786,C1834558,1
10266,C0035222,1
64132,C4225368,0
1811,C1861455,0
8766,C0020452,0
79571,C0037763,0
79868,C4317295,1
7100,C1837822,0
407050,C0023891,1
6855,C0023186,1
2495,C4316812,0
64072,C0034951,0
80303,C4225178,0
493753,C0268237,1
65055,C2678367,0
5728,C1384408,1
7053,C0234544,0
2741,C0752199,1
7965,C0024799,0
64061,C2676770,0
1491,C2350878,0
6297,C1136041,0
7337,C4225281,0
4159,C2677162,1
9021,C0023895,1
7068,C4748442,0
6502,C0025149,1
6340,C1838990,0
10376,C0001787,1
3853,C1706595,1
11274,C0023269,1
1522,C1853276,0
4780,C0017178,1
406899,C0007621,1
2053,C0263313,0
1312,C1306067,1
7443,C1848029,0
55507,C1855607,0
7428,C1708353,1
10161,C0343073,1
5818,C0019348,1
284098,C3553349,0
7252,C3665349,1
23310,C1969623,0
1788,C0023487,1
2009,C1838239,1
2534,C0079774,1
4683,C0398791,1
759,C0037772,0
8314,C0751304,1
10110,C1844862,0
6285,C0432417,1
9457,C3280943,0
23621,C0085636,0
51341,C0026998,1
3565,C0004681,1
10011,C1854630,0
7253,C3665358,0
8859,C3805412,0
64218,C0015397,1
3849,C3711531,0
116833,C4551496,0
11340,C1854430,0
388662,C4479608,0
1591,C0543541,0
25865,C2930809,0
93233,C0949856,0
284086,C0022658,1
84817,C3810365,0
1909,C0242350,1
10426,C3665333,0
3170,C0013295,0
6870,C0009171,1
472,C0346153,1
5028,C3809383,0
219902,C3280817,0
27315,C0878682,0
2944,C0270715,1
3608,C2675481,0
6530,C0221480,1
6554,C0041955,0
4293,C0271685,0
4322,C0432225,1
10461,C0017661,1
3586,C0004352,1
79718,C0334660,0
8214,C0020626,0
376132,C0752164,0
3665,C0021400,1
4145,C0751115,0
23220,C0010606,1
9365,C4074771,1
7015,C3151443,1
3363,C0270853,0
121551,C1443892,0
3791,C0041948,1
55193,C4747517,0
6934,C0020507,1
7284,C0555202,0
1154,C0162820,1
10786,C0018995,0
11326,C1291373,0
3756,C2677774,0
4882,C1864356,1
729920,C0751340,0
5921,C0410189,0
3553,C0343755,1
1268,C2750732,0
9997,C3553774,0
6731,C0008370,1
6594,C0268412,0
27130,C0752305,0
3575,C0009324,1
5728,C0334607,1
5111,C0030246,1
57700,C1611706,0
6473,C1855276,1
2036,C4748760,0
29980,C0004364,0
1902,C2750732,0
4208,C2931888,0
590,C0026850,1
5257,C3280845,0
103753527,C0018614,0
10939,C0751777,1
4194,C0477432,0
23619,C1859534,0
6469,C2931870,1
3274,C1864498,0
4653,C3277076,0
3570,C3159311,0
84181,C1176475,0
3578,C0020507,1
1959,C4721436,1
2063,C0282527,0
84942,C4551772,1
27034,C1969809,1
5336,C0268390,1
529,C0752257,0
10461,C2677091,0
7157,C0007621,1
22897,C2713319,0
1788,C2931852,1
7027,C0087031,1
213,C0220989,0
5376,C0751461,1
9370,C0003873,1
4908,C0751144,0
6210,C1260899,1
2937,C0024667,1
3850,C0270541,0
6334,C3279997,0
26873,C0268525,1
63979,C0751012,0
2199,C0023055,0
4522,C0000832,1
3778,C0038220,1
10058,C0266551,1
26284,C4479656,1
4843,C0751530,1
6910,C0852036,0
2068,C0028797,1
942,C0026764,1
4299,C0454597,0
2248,C0038368,1
3059,C3150649,0
594,C0003811,0
26471,C0543541,0
138474,C4747621,0
129285,C0268335,0
58157,C0475718,0
8701,C0024115,1
84068,C0013336,1
30061,C0004352,1
3757,C1842797,0
4089,C4748830,0
693167,C1868678,0
100048912,C0017612,1
11065,C0741160,0
54927,C2931355,0
3687,C4273673,0
54,C1969032,0
5788,C0003873,1
7351,C0015695,1
27248,C1836206,0
5471,C4540342,0
54441,C0010606,1
1524,C4479569,0
2253,C0008924,1
100126333,C0162429,0
7248,C0007134,1
221264,C3502469,0
9319,C0393525,0
1152,C2609071,0
1407,C0393770,1
4128,C0751197,1
23193,C3809470,0
2619,C0431363,1
200150,C0887833,0
5733,C0014518,1
121214,C1328355,0
9081,C0239325,0
10682,C4721411,0
23404,C3715165,0
6710,C0221021,1
118856,C0266642,1
135,C0751249,1
9861,C2931884,0
26005,C1510460,1
2695,C0376532,0
1302,C1691779,1
2990,C0037140,0
4070,C0029295,0
23314,C0007621,1
84830,C2748507,0
7253,C1563716,1
4108,C0005684,1
50507,C1565489,1
148,C2678483,0
10321,C4225261,0
5428,C0751273,0
3500,C0751316,0
4354,C0001418,1
242,C0239849,1
123264,C0342257,1
4763,C0205824,1
4154,C1720795,0
8398,C1857747,1
1967,C1336005,0
56683,C4305324,0
157657,C0015397,1
5008,C0040435,0
3854,C4539767,0
54187,C2931461,0
23259,C4310754,0
4760,C0342793,0
968,C0376323,0
9445,C0231918,0
2350,C4274329,0
185,C0006261,0
4763,C0016057,1
4572,C0162672,1
5034,C1846707,1
10730,C0018784,1
5020,C0423618,1
6017,C0234306,0
1308,C0268374,1
55733,C0030491,0
847,C1879286,0
23302,C0399379,0
3984,C2748861,0
4142,C0004763,0
5631,C1844677,1
27074,C3809443,0
23404,C4748708,0
2774,C0017178,0
153,C0553980,1
270,C0035410,1
9282,C0014175,1
84168,C0406723,1
290,C0427480,0
1312,C1257877,1
5190,C0272167,0
23096,C0035457,0
10907,C0086650,0
7157,C2930975,1
2115,C2931019,0
2022,C0345893,1
79001,C0741160,1
144568,C3150896,0
3458,C0040954,1
26281,C4748167,0
6337,C0033687,1
1588,C0242341,1
140465,C0751952,0
2566,C0014544,1
7080,C0699728,1
6283,C3280790,0
27127,C1867327,0
3479,C0010034,1
51338,C0268248,0
2067,C1847089,0
4352,C3279941,0
1440,C0162296,1
100216344,C2676281,1
55691,C4225193,1
8635,C0376544,0
55,C0220659,0
148022,C0035235,1
4691,C2675187,0
10661,C1839264,0
1045,C4722446,0
1499,C0018923,1
1495,C0431890,0
55729,C0039590,1
55154,C1868681,0
5211,C0268251,0
1080,C0030305,1
4982,C0751633,1
3006,C0432194,0
4610,C4517377,0
8742,C0004238,1
6569,C0005941,1
6496,C0079541,1
57167,C0018818,1
1858,C4225340,0
340205,C4316995,0
10695,C3806745,0
3767,C1833104,1
941,C0008312,1
2591,C0085681,1
1152,C4551628,0
132320,C4479673,0
462,C0948089,1
5959,C0015397,1
1293,C0013421,1
474,C1955860,0
1427,C3805410,1
8128,C0393626,0
1133,C0272066,0
166379,C0155536,0
10320,C2936665,1
7046,C0041948,1
22926,C0003949,1
183,C0428977,1
5295,C1832612,0
10564,C2750995,0
81031,C1859726,1
3249,C1855114,0
4653,C3279899,0
9775,C0452143,0
7167,C1864850,0
976,C3891815,0
64123,C3160814,1
8880,C0406586,0
56052,C3809651,0
4780,C0086367,1
10950,C0149521,0
5429,C1449843,0
51029,C0234371,0
57674,C0553692,0
8204,C0037928,0
2651,C3281235,0
59,C1876165,1
3371,C0014175,1
401138,C0017926,0
55081,C1303073,0
9365,C0010054,1
2475,C0431391,1
5000,C4479313,0
51650,C3553264,0
1269,C0026998,1
56287,C1837418,0
353238,C0015423,0
83939,C0151744,1
8243,C0010606,1
5741,C0020438,1
7248,C1846389,1
7124,C0023891,1
6899,C0376634,1
460,C3150704,0
7403,C0027651,1
8624,C0162809,0
5718,C4748803,0
10476,C0152013,1
213,C0011875,1
5160,C0677501,0
1431,C0268556,0
93611,C0268467,0
5723,C0002514,1
6513,C1832855,1
59341,C0038015,1
1282,C0002878,1
190,C3489396,1
55624,C1836373,1
6772,C0034345,0
84464,C0015625,1
6285,C0265110,1
27229,C0751641,0
10015,C3281066,0
10484,C0029408,1
724022,C1866552,0
617,C0008370,1
1385,C2750451,0
4928,C0344917,0
7942,C4518356,1
1910,C1257840,1
175,C0017658,0
3854,C0549150,0
8453,C1860789,0
64221,C0242583,0
2218,C0026987,0
23765,C4310803,1
10801,C0474366,0
1277,C0029434,1
140902,C1869115,0
3630,C3150900,0
79742,C1832594,0
9719,C3278147,1
15,C0751759,1
4054,C0029408,1
6324,C0221263,0
100288805,C0036349,0
6832,C4083212,1
6622,C0242422,1
7037,C0271979,1
4018,C0010054,1
55250,C1456687,0
217,C0025218,1
389207,C1414017,1
3899,C1845102,0
104,C0033975,1
5818,C0810364,1
51702,C4551573,1
140683,C0268228,0
375611,C1384666,1
51454,C0005426,0
3479,C0032000,1
10376,C2931355,0
6647,C0020672,1
9180,C0268398,1
93166,C3279699,0
2629,C3160718,1
4948,C0751117,0
3606,C1865286,0
26266,C0023890,1
11041,C2936406,1
2533,C0342467,0
2892,C1862939,1
10397,C0233763,0
3664,C4551864,1
55384,C0796242,0
1812,C0007370,1
57465,C0268531,0
274,C1270972,1
58495,C1561643,0
8314,C0206694,1
6657,C0750940,1
1828,C4551675,1
5573,C0002170,1
10308,C4747621,0
658,C3280939,0
4598,C0015230,1
4358,C0205823,0
5345,C1851585,0
3752,C0002170,0
8204,C0158761,0
396,C1868672,1
1410,C0085786,0
26011,C0600241,0
7422,C0010398,1
5473,C0236033,0
717,C0221056,1
7415,C0020295,0
27241,C3806275,0
6760,C0238324,0
7994,C0392699,0
205,C0018991,0
4713,C0019202,1
6309,C0023895,1
7124,C0027059,1
60506,C0017551,0
51660,C2718068,0
9517,C0020225,0
4509,C0751645,0
140907,C1837657,0
831,C0265295,0
79763,C0376359,0
1476,C1334271,1
23328,C1833477,0
153,C0020452,1
6499,C3281289,1
5970,C0006118,1
3800,C3809013,1
9255,C1395852,0
57526,C3489572,0
118429,C0205766,1
3014,C0376628,1
84991,C0020455,0
23533,C4014578,0
407030,C0030305,1
26052,C4693563,0
2531,C4479620,1
10542,C4225298,0
2334,C4749915,0
3827,C0272340,1
8863,C0085159,1
4549,C0155533,1
2919,C0024117,1
29951,C3463992,0
10743,C0525041,1
108,C1865869,0
7173,C0342200,1
91653,C2751843,0
79092,C0030246,1
29126,C1332201,1
56945,C0685837,1
5190,C1849094,1
2879,C1845333,0
5443,C0022650,1
27330,C4721541,0
10167,C1266158,0
6497,C1527197,0
4907,C0265274,0
1746,C0035238,0
151648,C4015474,1
332,C0001418,1
200879,C1854310,1
283927,C0017145,0
348,C0393664,1
693214,C0342873,0
5573,C0220659,1
442897,C0086647,0
4128,C0393574,1
2641,C0020456,1
25978,C0338451,1
154,C0235082,1
3082,C0023890,1
307,C0024667,1
6934,C0007193,1
6678,C0151744,1
369,C0152013,1
5589,C0158683,1
57560,C0035229,1
10797,C0152267,1
1832,C1854063,1
8295,C1335177,1
348980,C0750940,1
6652,C0027055,1
10084,C2699746,0
54332,C0007959,1
29760,C4304540,0
7284,C1857682,1
348,C0002726,1
4669,C0031557,0
389558,C0014175,1
56978,C0751779,1
6916,C1720811,0
55601,C0008677,0
3674,C3179396,1
1295,C0000768,1
4967,C0027412,0
7055,C0024115,1
27031,C2673885,1
1440,C0877781,1
9378,C0751257,1
55690,C0008073,0
54888,C0343641,0
3654,C0752304,1
6276,C0238281,1
6218,C0021603,0
5915,C3534585,0
56981,C1858479,0
5332,C0220633,1
2932,C0949664,1
6597,C0009405,1
60506,C1848172,1
54888,C1970199,1
6503,C0001618,0
79158,C1832216,0
1175,C4310624,0
6857,C4748715,1
57817,C0002875,1
3213,C0019284,1
3048,C0019025,1
56947,C3489789,0
196,C0020578,1
22,C1859722,0
284656,C2750180,0
6888,C1867449,0
2041,C3550024,0
3293,C0162678,0
81689,C0231694,0
64423,C4225239,0
246,C1135196,1
717,C0024138,1
6596,C0032708,0
102,C1321872,1
51106,C0030809,0
4750,C0475732,0
2904,C0032002,0
7248,C0037769,1
56652,C0263666,0
81035,C2931246,0
257202,C0032019,0
5292,C0235833,1
10082,C0002894,0
7390,C2718078,1
8074,C3809007,0
5279,C1846722,0
23676,C0234474,0
940,C2673377,0
6609,C4015671,0
11277,C4303791,1
9681,C0014130,0
221,C0796028,0
5137,C0027746,0
9420,C0751604,1
65217,C2931205,1
5111,C0150055,0
55379,C1853507,0
64241,C0020445,1
8216,C0004352,1
51082,C1862389,0
6354,C0238281,1
7076,C0002152,1
6342,C2931290,0
2272,C0025500,1
23514,C0685837,1
6336,C3809893,1
29925,C0265221,1
6647,C0041408,1
25861,C4304594,0
5327,C0751011,1
728215,C4317009,1
2694,C1394891,1
25923,C1837608,0
1650,C0002874,0
59335,C4225308,1
9293,C4539685,0
9657,C1836517,1
7260,C4748357,0
57505,C2677338,0
3796,C0311277,0
840,C0042900,1
170712,C3809543,0
8659,C1868683,0
8456,C4017062,0
55775,C0598589,1
578,C4551950,0
290,C2751608,0
3257,C4551958,0
6017,C1850569,0
6942,C2751315,0
84665,C4540404,0
335,C0079221,1
81603,C0013336,0
9843,C1321907,0
727676,C0079487,0
442911,C3280887,0
6314,C0751473,1
7124,C0876994,1
27303,C0206368,1
212,C0002896,1
4644,C4310799,0
51527,C0241908,0
1145,C1852529,0
54888,C0242647,0
7072,C2931290,1
4983,C0206630,0
406989,C3661523,1
3852,C0007621,1
3303,C0024517,1
6326,C0024713,1
23294,C0025261,0
6330,C0035828,1
8929,C2751683,1
9120,C2751544,0
200424,C0026650,1
256472,C1970011,0
7552,C3501611,1
56672,C1846790,0
6364,C0037274,1
5351,C2936777,1
26610,C0026266,0
5371,C0086696,1
3039,C0002312,1
6638,C0265222,1
5698,C2930618,0
26266,C0796274,0
8864,C1563666,0
2262,C0240543,0
9927,C3275998,0
9294,C0339546,0
9091,C4225263,0
5925,C0008487,0
6868,C0600519,0
2903,C0454655,1
169522,C3809553,0
7428,C3203102,1
5444,C0687132,1
6347,C0006663,1
80150,C0020623,0
1128,C1850000,0
2201,C3715155,0
374393,C0007134,1
407011,C1858051,0
1289,C4707243,1
5293,C0079744,1
83706,C3179239,1
1393,C0149821,0
699,C4748946,0
1906,C0752347,1
4283,C2675210,0
8575,C0752197,1
5621,C0376329,1
3553,C0014324,1
1825,C1970827,0
8091,C1519176,1
100049707,C0008625,0
2877,C0014474,0
7097,C0876994,1
7027,C3280670,0
8644,C3658266,1
3458,C0019693,1
3579,C0009324,1
26127,C3151476,0
10346,C4225243,0
4604,C1852438,0
54768,C0020255,1
57534,C1960469,1
6328,C0751640,1
5610,C0152013,1
7832,C0751195,0
2277,C3280452,0
5091,C0024713,1
54205,C4693843,0
716,C2931835,0
